14372c4839930154f7c11d78b7ad253d0cb6e04e,DELETE,regular-file,not_needed/us-ma-cambridge.csv,991162,
9095de0a62a6f8d9ca8766b50ad4854ee6c333d6,DELETE,regular-file,not_needed/us-ma-chicopee.csv,1147928,
51f3e7c466a6f4aae0cd738fa48a5abcb420359b,DELETE,regular-file,out/csv/us-ma-barnstable.csv,1435409,
d955f6df92b2401bd10562cc15ac1c316b1dd7c8,DELETE,regular-file,out/csv/us-ma-brockton.csv,1333601,
95e0b33ea861db774bbaae6954643df9251ffa66,DELETE,regular-file,out/csv/us-ma-fallriver.csv,921734,
648621521f9bf334a3d17b6b50707c39db0237f3,DELETE,regular-file,out/csv/us-ma-falmouth.csv,1213349,
f901ecdbaec83219abbafb9993da6a526eb2d8c6,DELETE,regular-file,out/csv/us-ma-framingham.csv,969327,
39038ec3b4bde4357ffed8d767f9cd01d5213016,DELETE,regular-file,out/csv/us-ma-haverhill.csv,987900,
87ab0983dd645916bc86d4964eda86fade09760b,DELETE,regular-file,out/csv/us-ma-lowell.csv,1132323,
ea85a255b356646021cf45e3073b6275acab6a86,DELETE,regular-file,out/csv/us-ma-lynn.csv,948076,
39b939ec30d0aad0b9a8629f0cee6c8900e06d0f,DELETE,regular-file,out/csv/us-ma-medford.csv,872092,
b4ffd5c18ce30f1b0bad34d667ced3ef21d21d22,DELETE,regular-file,out/csv/us-ma-newbedford.csv,1145563,
8e92b52b33730a3f794bd649b158f874d4f1f894,DELETE,regular-file,out/csv/us-ma-newton.csv,1181297,
61a5109f720744cd3fbbd5fb636e9bc1b908c612,DELETE,regular-file,out/csv/us-ma-plymouth.csv,1289847,
abffba6f491fe12e267117ba04eb2052e0d1441b,DELETE,regular-file,out/csv/us-ma-quincy.csv,1158906,
44920cffad67cc27473c3a4fabdb4e5ae0007a4f,DELETE,regular-file,out/csv/us-ma-springfield.csv,1903281,
c91da728aaaae3c003030d428501692ab1dd6ecc,DELETE,regular-file,out/csv/us-ma-weymouth.csv,965747,
ae5d7afae90dbc2e45a0dfb9d0dd3ec82f5eb1e0,DELETE,regular-file,out/csv/us-ma-worcester.csv,2085165,
8813f4a0a94707a60d4d256894c1ff77eee53f1f,DELETE,regular-file,out/zip/us-ma-springfield.zip,1112307,
a5188d51a0aa71a02f6a2e8ffcc0e3bb5ba620e6,DELETE,regular-file,out/zip/us-ma-worcester.zip,1224285,